player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
Ovays Azizi,6syvcq2uvup9v54ql4pl1s5pl,aqtkb4mgrz8c6iqfufj6qjbv9,1,NaN,Goalkeeper,Centre,NaN,19,NaN,1,1,20,3,NaN,6,28,21,90,22,7,14,16,3,7,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,aqtkb4mgrz8c6iqfufj6qjbv9,6,2,Defender,Left,NaN,27,1,3,11,18,2,1,14,34,20,90,11,9,5,26,6,10,NaN,1,1,3,NaN,6,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
R. Møller,9350utk4onh2hv5jznxqpkd7t,aqtkb4mgrz8c6iqfufj6qjbv9,4,2,Defender,Left/Centre,NaN,51,NaN,3,NaN,40,4,NaN,12,60,44,90,19,5,8,17,1,5,NaN,2,NaN,4,1,NaN,1,NaN,1,1,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
G. Arndal-Lauritzen,5i6n6yne6fh410vk7p7kkokmi,aqtkb4mgrz8c6iqfufj6qjbv9,2,2,Defender,Centre/Right,NaN,54,2,5,2,37,3,2,20,65,41,90,26,5,5,27,4,6,1,2,1,2,1,1,1,NaN,NaN,NaN,,NaN,1,1,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
S. Sharif,9lsylzgf7e3i5zb0fshnxo6xg,aqtkb4mgrz8c6iqfufj6qjbv9,2,1,Defender,Right,NaN,26,NaN,1,3,14,1,NaN,12,33,16,82,13,2,2,19,2,5,NaN,NaN,NaN,1,1,2,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
B. Kücükylidiz,bpldj4qdzfdm1n739atcadbmc,aqtkb4mgrz8c6iqfufj6qjbv9,8,NaN,Midfielder,Left/Centre,NaN,30,NaN,3,NaN,19,1,NaN,13,38,22,82,9,5,5,18,5,8,NaN,NaN,NaN,4,NaN,NaN,NaN,1,2,1,,NaN,NaN,NaN,,1,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
N. Schmidt,5dlh0fa9yo6z283w9p58xmnoq,aqtkb4mgrz8c6iqfufj6qjbv9,3,1,Midfielder,Centre/Right,NaN,27,2,2,1,12,1,1,17,36,17,56,15,5,5,21,8,12,NaN,1,NaN,4,3,NaN,3,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
A. Hassan,73zwo9lvgzvri6s5gp34b2hnt,aqtkb4mgrz8c6iqfufj6qjbv9,3,1,Striker,Left/Centre,NaN,16,1,3,1,4,NaN,1,12,23,4,66,9,4,NaN,20,9,14,1,1,1,NaN,NaN,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
V. Schousboe,bgd377c7d3jfjd3yo3e02f0iy,aqtkb4mgrz8c6iqfufj6qjbv9,13,7,Striker,Centre,NaN,13,2,6,1,5,2,2,10,23,8,90,8,3,5,17,8,12,NaN,3,NaN,3,NaN,NaN,NaN,1,4,1,,NaN,NaN,NaN,,1,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
S. Pingel,3epwf56ozg73hueacwmckk0r9,aqtkb4mgrz8c6iqfufj6qjbv9,6,1,Striker,Centre/Right,NaN,12,1,14,2,3,1,1,10,18,4,82,7,1,4,15,6,8,1,8,1,2,NaN,NaN,NaN,1,3,1,,1,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
A. Ahmad,4csz412vb3lquessbnf999ct0,aqtkb4mgrz8c6iqfufj6qjbv9,1,NaN,Substitute,NaN,Attacker,2,1,1,1,NaN,1,NaN,2,5,NaN,24,2,3,1,5,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
A. Alicino,7l7f98nn8gohmdacsdb2labkk,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
T. Arndal,1n4eldqa7h9jvcx1693zqu06i,aqtkb4mgrz8c6iqfufj6qjbv9,1,NaN,Substitute,NaN,Midfielder,13,NaN,5,1,8,2,NaN,5,20,11,34,7,4,3,11,2,5,NaN,3,NaN,1,2,2,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
A. Højmark-Jensen,85s00xohkxaor9nmp7s17qwa1,aqtkb4mgrz8c6iqfufj6qjbv9,2,2,Substitute,NaN,Attacker,2,NaN,4,1,NaN,NaN,NaN,2,5,NaN,8,3,1,NaN,5,2,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
M. Langberg,e53x85cl6m94gvp593p1ddjpw,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Substitute,NaN,Defender,1,NaN,1,1,NaN,NaN,NaN,1,3,NaN,8,NaN,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,NaN,1,NaN,1,2,1,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
W. Lykke,9h6c9ue598hllcri39erjitqs,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
V. Mohr,9emem7oh2302y6ojbmd5m67mc,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
F. Panjeskovic,4jffzt29zh209d3xsqw6xdb3e,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
A. Pedersen,efy4jghg9hh8jtqdczhxsgvai,aqtkb4mgrz8c6iqfufj6qjbv9,2,2,Substitute,NaN,Defender,2,NaN,1,NaN,NaN,NaN,NaN,2,3,NaN,8,NaN,1,NaN,3,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,433,Kolding vs Hillerød,9draaxf0rwp03nlc9h3tjjeac,2023-07-29
F. Ibsen,7k2c7wgoywy7boesjer5578q1,4d5ca1j5czw1oo6zu727ggxp,NaN,NaN,Goalkeeper,Centre,NaN,22,NaN,1,1,22,NaN,NaN,3,32,23,90,18,5,4,17,NaN,5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,4d5ca1j5czw1oo6zu727ggxp,2,NaN,Defender,Left,NaN,26,1,1,10,13,4,1,18,44,19,90,20,9,7,36,11,19,2,NaN,3,3,NaN,4,NaN,2,2,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
F. Helstrup,5ojtpz2h5kjoaq3cwcfjrf6c5,4d5ca1j5czw1oo6zu727ggxp,2,1,Defender,Left/Centre,NaN,55,NaN,3,1,46,6,NaN,16,64,49,90,29,6,7,22,4,7,1,1,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
K. Enghardt,khqldwfq14b7giakss24l9t5,4d5ca1j5czw1oo6zu727ggxp,2,NaN,Defender,Centre/Right,NaN,52,1,8,5,36,4,1,18,63,41,90,28,11,7,25,9,13,1,3,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Knudsen,7mz3eeftobqmj35uu0ax1vbhl,4d5ca1j5czw1oo6zu727ggxp,8,1,Defender,Right,NaN,35,3,3,5,19,7,NaN,19,45,23,90,16,6,13,27,9,13,1,2,1,5,1,4,1,1,2,1,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
F. Hasani,71wfumggsne28ieaiuwezyaj9,4d5ca1j5czw1oo6zu727ggxp,1,NaN,Midfielder,Left/Centre,NaN,23,NaN,7,1,5,NaN,NaN,18,30,6,70,11,8,7,24,14,18,1,2,1,5,NaN,NaN,NaN,1,1,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
D. Norouzi,d43hrj4xi5xdij00jplvqju1h,4d5ca1j5czw1oo6zu727ggxp,3,2,Midfielder,Centre,NaN,38,1,10,1,22,2,1,19,48,26,90,21,7,6,25,10,13,NaN,1,NaN,3,NaN,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
R. Marcus,ahs6m7vvgmj6ydqok7as4nx0,4d5ca1j5czw1oo6zu727ggxp,6,1,Midfielder,Centre/Right,NaN,20,1,4,4,10,NaN,NaN,10,27,11,81,4,2,1,17,8,13,2,1,2,1,1,1,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
O. Drost,1n4t6k5k2on5iihoc59brxi3t,4d5ca1j5czw1oo6zu727ggxp,6,4,Striker,Left/Centre,NaN,18,2,2,4,3,1,1,16,23,5,82,9,2,2,20,10,12,2,1,2,1,NaN,2,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
S. Yatéké,9ircna8pbskreztmy1wiqwx9m,4d5ca1j5czw1oo6zu727ggxp,6,6,Striker,Centre,NaN,22,3,6,1,6,NaN,3,17,27,7,81,3,3,4,22,12,16,4,3,5,2,NaN,1,NaN,3,10,2,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,4d5ca1j5czw1oo6zu727ggxp,8,4,Striker,Centre/Right,NaN,16,6,11,2,3,1,5,13,24,5,61,11,2,4,19,9,15,NaN,1,NaN,3,NaN,NaN,NaN,8,10,7,NaN,NaN,NaN,NaN,NaN,1,1,2,2,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
N. Bagger,eghsr9dfuel5vr3o3uogs2ot0,4d5ca1j5czw1oo6zu727ggxp,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Brems,2n4w77c099dyp51f44djz50tm,4d5ca1j5czw1oo6zu727ggxp,1,NaN,Substitute,NaN,Defender,1,NaN,NaN,NaN,1,NaN,NaN,NaN,3,2,8,2,1,2,1,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
F. Christensen,9b89pmcjk6re94bjp0ixeatjo,4d5ca1j5czw1oo6zu727ggxp,4,1,Substitute,NaN,Attacker,3,NaN,NaN,NaN,2,NaN,NaN,1,4,2,29,2,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
R. Lindén,a8y17yuoeo5ad25juugfnjy1g,4d5ca1j5czw1oo6zu727ggxp,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Christensen,a8zxp4qf5nw7eumulk3z3d15g,4d5ca1j5czw1oo6zu727ggxp,3,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,2,3,NaN,NaN,5,4,9,3,1,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
H. Højbjerre-Thomsen,cgaosi8nwcq3jyfi67iihahyi,4d5ca1j5czw1oo6zu727ggxp,3,NaN,Substitute,NaN,Midfielder,1,1,NaN,NaN,1,NaN,NaN,NaN,3,3,9,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
H. Petersen,8fv2a7mnj98zcgfy7gph1xa1g,4d5ca1j5czw1oo6zu727ggxp,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
J. Schoop,5dkmh0f8c1o1uye07m28hkatx,4d5ca1j5czw1oo6zu727ggxp,2,1,Substitute,NaN,Midfielder,9,NaN,2,1,5,1,NaN,4,10,6,20,1,1,2,5,3,3,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
J. Vadstrup,b55jtl3ixolidn6cvc4t90efo,4d5ca1j5czw1oo6zu727ggxp,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Falkesgaard,b2gkyjq8emj9pywryc3rycogl,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Goalkeeper,Centre,NaN,21,NaN,NaN,NaN,33,2,NaN,1,25,35,90,14,NaN,13,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
Abdullah Iqbal,a0i74nqik3lbi02ngno0m0ys4,ajtb177oqwawkdwbqhldmq6mx,5,1,Defender,Left,NaN,44,NaN,8,NaN,27,5,NaN,19,57,32,90,30,8,6,28,5,9,NaN,4,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,ajtb177oqwawkdwbqhldmq6mx,4,1,Defender,Left/Centre,NaN,27,NaN,9,NaN,26,1,NaN,3,32,29,73,10,NaN,1,6,NaN,NaN,NaN,8,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,4,3,Defender,Centre/Right,NaN,45,1,2,2,34,4,1,15,55,38,90,22,10,7,23,7,11,NaN,1,NaN,3,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
D. Thøgersen,bvc80w5ai425plu54nhgx5fxl,ajtb177oqwawkdwbqhldmq6mx,2,1,Defender,Right,NaN,28,1,7,10,16,3,1,16,46,24,90,25,7,4,32,9,15,1,4,2,NaN,3,4,3,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,ajtb177oqwawkdwbqhldmq6mx,2,NaN,Defensive Midfielder,Left/Centre,NaN,6,NaN,4,NaN,4,2,NaN,2,10,5,57,5,NaN,4,5,NaN,NaN,NaN,2,NaN,2,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,4,1,Defensive Midfielder,Centre/Right,NaN,33,NaN,NaN,4,12,NaN,NaN,24,43,14,90,19,10,8,34,12,19,1,NaN,1,4,2,1,2,1,1,1,1,4,NaN,NaN,1,1,1,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
A. Bustamante,82l575a54blgeqlt44q9xu3je,ajtb177oqwawkdwbqhldmq6mx,4,1,Attacking Midfielder,Left,NaN,7,1,2,NaN,4,3,NaN,3,11,7,57,3,2,7,4,1,2,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,6,2,Attacking Midfielder,Centre,NaN,24,2,3,1,11,1,NaN,15,29,12,90,6,5,3,19,10,12,NaN,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
J. Erenbjerg,a6z9meo0yksv97ntwe0q2k650,ajtb177oqwawkdwbqhldmq6mx,5,NaN,Attacking Midfielder,Right,NaN,15,2,3,4,5,NaN,1,10,20,6,87,5,6,2,18,6,10,1,NaN,1,2,NaN,4,NaN,2,5,1,1,NaN,NaN,NaN,NaN,1,1,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
E. Ogude,b12s22klt31o16liuuce95n11,ajtb177oqwawkdwbqhldmq6mx,9,4,Striker,Centre,NaN,3,NaN,1,NaN,NaN,NaN,NaN,3,5,2,57,2,NaN,1,4,2,2,1,NaN,1,1,NaN,1,NaN,2,3,2,NaN,NaN,NaN,NaN,NaN,1,NaN,1,1,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
T. Bany,6w9yjs87tue7noq71ftksxez8,ajtb177oqwawkdwbqhldmq6mx,7,2,Substitute,NaN,Attacker,7,2,6,NaN,1,NaN,1,6,10,1,33,3,1,2,9,2,5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
A. Daghim,6otr0cifkk9jbmxc2ew2spka,ajtb177oqwawkdwbqhldmq6mx,2,1,Substitute,NaN,Midfielder,12,4,9,NaN,1,1,4,12,17,1,33,4,2,2,17,8,11,1,NaN,1,1,NaN,1,NaN,1,2,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
A. Vaporakis,9y3vs6l0mjj38z0kw062jlh3p,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
A. Heimer,6dki65mdd3letfjjj51i0w3c9,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
F. Isaki,86mx27krl6c613x6e3t9g3cic,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
J. Mathys,zpl7lyln792rt0b2oedamvbo,ajtb177oqwawkdwbqhldmq6mx,2,NaN,Substitute,NaN,Attacker,2,1,NaN,NaN,1,NaN,NaN,2,3,1,33,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
E. Møller,2k5289tevc2gxo04i83io5a3u,ajtb177oqwawkdwbqhldmq6mx,2,NaN,Substitute,NaN,Defender,11,1,1,1,3,1,1,8,12,3,17,3,2,1,10,6,7,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
S. Clemmensen,as7qhgi67gngq0nb3zmwg8jro,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Midfielder,3,1,2,2,NaN,NaN,1,3,6,NaN,3,1,1,1,7,3,5,NaN,NaN,NaN,1,NaN,1,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,Helsingør vs B 93,9e02krv6p7kmlizvssr6mn1n8,2023-07-30
M. Delač,8uhv14rin2znrr0wqgvcc2f2t,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Goalkeeper,Centre,NaN,22,1,2,2,15,1,1,15,29,16,90,37,11,14,29,3,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3421,Horsens vs HB Køge,9e8x3y64014mqzovhwr06hams,2023-08-04
